"","method","variate","design","number","RMSE"
"3796","knndm_caret_new","AGB","clusterStrong",99,36.7642734188042
"3797","knndm_caret_new","AGB","clusterStrong",100,32.2457074262956
"3798","knndm_caret_new","AGB","regular",1,33.0144518230421
"3799","knndm_caret_new","AGB","regular",2,31.0447333131283
"3800","knndm_caret_new","AGB","regular",3,30.9978822948921
"3801","knndm_caret_new","AGB","regular",4,33.1216607328267
"3802","knndm_caret_new","AGB","regular",5,33.0821231339042
"3803","knndm_caret_new","AGB","regular",6,35.0699037939461
"3804","knndm_caret_new","AGB","regular",7,32.0159392683069
"3805","knndm_caret_new","AGB","regular",8,30.9960439437512
"3806","knndm_caret_new","AGB","regular",9,31.5977654726215
"3807","knndm_caret_new","AGB","regular",10,32.3186470268815
"3808","knndm_caret_new","AGB","regular",11,29.3186923385648
"3809","knndm_caret_new","AGB","regular",12,32.0875977416443
"3810","knndm_caret_new","AGB","regular",13,33.3070753625951
"3811","knndm_caret_new","AGB","regular",14,30.5489131797184
"3812","knndm_caret_new","AGB","regular",15,31.8943498788153
"3813","knndm_caret_new","AGB","regular",16,30.8294226361089
"3814","knndm_caret_new","AGB","regular",17,32.9113450725288
"3815","knndm_caret_new","AGB","regular",18,35.0954056427297
"3816","knndm_caret_new","AGB","regular",19,32.8188667272193
"3817","knndm_caret_new","AGB","regular",20,30.6226221750869
"3818","knndm_caret_new","AGB","regular",21,32.0279970495338
"3819","knndm_caret_new","AGB","regular",22,30.2152146037889
"3820","knndm_caret_new","AGB","regular",23,32.1121674659947
"3821","knndm_caret_new","AGB","regular",24,30.2362425128358
"3822","knndm_caret_new","AGB","regular",25,30.8986147519158
"3823","knndm_caret_new","AGB","regular",26,31.8202666411586
"3824","knndm_caret_new","AGB","regular",27,34.8441063555905
"3825","knndm_caret_new","AGB","regular",28,32.721857343831
"3826","knndm_caret_new","AGB","regular",29,33.2103359994782
"3827","knndm_caret_new","AGB","regular",30,32.6254455003568
"3828","knndm_caret_new","AGB","regular",31,35.1068205981607
"3829","knndm_caret_new","AGB","regular",32,32.0030031377077
"3830","knndm_caret_new","AGB","regular",33,29.4807383758269
"3831","knndm_caret_new","AGB","regular",34,31.1284768920062
"3832","knndm_caret_new","AGB","regular",35,34.3053696325751
"3833","knndm_caret_new","AGB","regular",36,31.9511036339704
"3834","knndm_caret_new","AGB","regular",37,32.7498527628064
"3835","knndm_caret_new","AGB","regular",38,31.6198023348817
"3836","knndm_caret_new","AGB","regular",39,29.9620892902293
"3837","knndm_caret_new","AGB","regular",40,30.9365930770783
"3838","knndm_caret_new","AGB","regular",41,31.8425613668563
"3839","knndm_caret_new","AGB","regular",42,31.09040434345
"3840","knndm_caret_new","AGB","regular",43,33.3564813817462
"3841","knndm_caret_new","AGB","regular",44,32.7840547880916
"3842","knndm_caret_new","AGB","regular",45,31.5744502138823
"3843","knndm_caret_new","AGB","regular",46,33.6768263369526
"3844","knndm_caret_new","AGB","regular",47,32.2423639906484
"3845","knndm_caret_new","AGB","regular",48,33.6398363909101
"3846","knndm_caret_new","AGB","regular",49,32.3369404310703
"3847","knndm_caret_new","AGB","regular",50,35.1177090361372
"3848","knndm_caret_new","AGB","regular",51,34.0498096213642
"3849","knndm_caret_new","AGB","regular",52,34.57816259638
"3850","knndm_caret_new","AGB","regular",53,31.6115682499452
"3851","knndm_caret_new","AGB","regular",54,31.056886234437
"3852","knndm_caret_new","AGB","regular",55,31.3957320569397
"3853","knndm_caret_new","AGB","regular",56,31.1307988990134
"3854","knndm_caret_new","AGB","regular",57,32.9209162950091
"3855","knndm_caret_new","AGB","regular",58,32.6063782921833
"3856","knndm_caret_new","AGB","regular",59,33.5959380635021
"3857","knndm_caret_new","AGB","regular",60,31.1919510282195
"3858","knndm_caret_new","AGB","regular",61,31.9412708114625
"3859","knndm_caret_new","AGB","regular",62,32.5289584770961
"3860","knndm_caret_new","AGB","regular",63,34.2128516484348
"3861","knndm_caret_new","AGB","regular",64,33.3039068975465
"3862","knndm_caret_new","AGB","regular",65,32.0794693166963
"3863","knndm_caret_new","AGB","regular",66,32.0250060330931
"3864","knndm_caret_new","AGB","regular",67,32.4090053295708
"3865","knndm_caret_new","AGB","regular",68,34.2554716100794
"3866","knndm_caret_new","AGB","regular",69,31.8735355953358
"3867","knndm_caret_new","AGB","regular",70,34.0564339575848
"3868","knndm_caret_new","AGB","regular",71,31.9671480625183
"3869","knndm_caret_new","AGB","regular",72,32.3846558474187
"3870","knndm_caret_new","AGB","regular",73,30.6755041330398
"3871","knndm_caret_new","AGB","regular",74,31.6751975683464
"3872","knndm_caret_new","AGB","regular",75,32.4655725606948
"3873","knndm_caret_new","AGB","regular",76,32.1153119839665
"3874","knndm_caret_new","AGB","regular",77,31.1127601416523
"3875","knndm_caret_new","AGB","regular",78,32.1541365470736
"3876","knndm_caret_new","AGB","regular",79,32.6381177087512
"3877","knndm_caret_new","AGB","regular",80,34.0106497998859
"3878","knndm_caret_new","AGB","regular",81,33.0127745206346
"3879","knndm_caret_new","AGB","regular",82,32.6889848651394
"3880","knndm_caret_new","AGB","regular",83,30.3313976520453
"3881","knndm_caret_new","AGB","regular",84,32.042936077399
"3882","knndm_caret_new","AGB","regular",85,31.707452679184
"3883","knndm_caret_new","AGB","regular",86,32.4170902721453
"3884","knndm_caret_new","AGB","regular",87,31.1404536507667
"3885","knndm_caret_new","AGB","regular",88,33.1799326823767
"3886","knndm_caret_new","AGB","regular",89,31.5222963435379
"3887","knndm_caret_new","AGB","regular",90,31.6843660897225
"3888","knndm_caret_new","AGB","regular",91,30.2153530751806
"3889","knndm_caret_new","AGB","regular",92,29.5735885143649
"3890","knndm_caret_new","AGB","regular",93,31.5776643004446
"3891","knndm_caret_new","AGB","regular",94,32.3415461588223
"3892","knndm_caret_new","AGB","regular",95,33.1713295781264
"3893","knndm_caret_new","AGB","regular",96,29.6123346940538
"3894","knndm_caret_new","AGB","regular",97,30.498637472555
"3895","knndm_caret_new","AGB","regular",98,33.4427765305259
"3896","knndm_caret_new","AGB","regular",99,30.0950020732295
"3897","knndm_caret_new","AGB","regular",100,33.7888362458319
"3898","knndm_caret_new","AGB","simpleRandom",1,31.2457200347545
"3899","knndm_caret_new","AGB","simpleRandom",2,30.3113829804395
"3900","knndm_caret_new","AGB","simpleRandom",3,31.5500821132628
"3901","knndm_caret_new","AGB","simpleRandom",4,29.5283834104474
"3902","knndm_caret_new","AGB","simpleRandom",5,33.3370206736472
"3903","knndm_caret_new","AGB","simpleRandom",6,33.2084921433663
"3904","knndm_caret_new","AGB","simpleRandom",7,34.0202020741015
"3905","knndm_caret_new","AGB","simpleRandom",8,31.5846235775409
"3906","knndm_caret_new","AGB","simpleRandom",9,32.8784920224524
"3907","knndm_caret_new","AGB","simpleRandom",10,32.7809755548323
"3908","knndm_caret_new","AGB","simpleRandom",11,30.9634685583152
"3909","knndm_caret_new","AGB","simpleRandom",12,33.9687449746904
"3910","knndm_caret_new","AGB","simpleRandom",13,32.5928172311424
"3911","knndm_caret_new","AGB","simpleRandom",14,31.1776916834066
"3912","knndm_caret_new","AGB","simpleRandom",15,29.809183730447
"3913","knndm_caret_new","AGB","simpleRandom",16,34.2718284089462
"3914","knndm_caret_new","AGB","simpleRandom",17,30.876147606703
"3915","knndm_caret_new","AGB","simpleRandom",18,32.7938373201995
"3916","knndm_caret_new","AGB","simpleRandom",19,28.8213862413759
"3917","knndm_caret_new","AGB","simpleRandom",20,31.1011644987944
"3918","knndm_caret_new","AGB","simpleRandom",21,30.9012687303002
"3919","knndm_caret_new","AGB","simpleRandom",22,31.7645586890238
"3920","knndm_caret_new","AGB","simpleRandom",23,32.8585237707497
"3921","knndm_caret_new","AGB","simpleRandom",24,32.5658428640935
"3922","knndm_caret_new","AGB","simpleRandom",25,30.3471703341827
"3923","knndm_caret_new","AGB","simpleRandom",26,31.2011180301179
"3924","knndm_caret_new","AGB","simpleRandom",27,32.5108730112764
"3925","knndm_caret_new","AGB","simpleRandom",28,34.740471000569
"3926","knndm_caret_new","AGB","simpleRandom",29,31.5746390979495
"3927","knndm_caret_new","AGB","simpleRandom",30,30.3946287644722
"3928","knndm_caret_new","AGB","simpleRandom",31,30.9714009882712
"3929","knndm_caret_new","AGB","simpleRandom",32,29.8355028668781
"3930","knndm_caret_new","AGB","simpleRandom",33,30.3601227282709
"3931","knndm_caret_new","AGB","simpleRandom",34,30.1236775874761
"3932","knndm_caret_new","AGB","simpleRandom",35,33.743615140003
"3933","knndm_caret_new","AGB","simpleRandom",36,31.1458151738446
"3934","knndm_caret_new","AGB","simpleRandom",37,30.7437641471475
"3935","knndm_caret_new","AGB","simpleRandom",38,32.2126274915211
"3936","knndm_caret_new","AGB","simpleRandom",39,27.8899949484994
"3937","knndm_caret_new","AGB","simpleRandom",40,34.0551628402434
"3938","knndm_caret_new","AGB","simpleRandom",41,29.9622868642173
"3939","knndm_caret_new","AGB","simpleRandom",42,34.3569571067832
"3940","knndm_caret_new","AGB","simpleRandom",43,31.2274279935288
"3941","knndm_caret_new","AGB","simpleRandom",44,30.3402676532992
"3942","knndm_caret_new","AGB","simpleRandom",45,30.9623568495619
"3943","knndm_caret_new","AGB","simpleRandom",46,31.2124767336215
"3944","knndm_caret_new","AGB","simpleRandom",47,32.0461636924883
"3945","knndm_caret_new","AGB","simpleRandom",48,32.0387572980022
"3946","knndm_caret_new","AGB","simpleRandom",49,31.908619130509
"3947","knndm_caret_new","AGB","simpleRandom",50,35.0490099442875
"3948","knndm_caret_new","AGB","simpleRandom",51,30.5036608081743
"3949","knndm_caret_new","AGB","simpleRandom",52,32.8120060762623
"3950","knndm_caret_new","AGB","simpleRandom",53,29.5668873570405
"3951","knndm_caret_new","AGB","simpleRandom",54,30.9058863988864
"3952","knndm_caret_new","AGB","simpleRandom",55,32.0794520644139
"3953","knndm_caret_new","AGB","simpleRandom",56,31.4397651619026
"3954","knndm_caret_new","AGB","simpleRandom",57,32.1772555926126
"3955","knndm_caret_new","AGB","simpleRandom",58,32.552959191733
"3956","knndm_caret_new","AGB","simpleRandom",59,31.3723392257585
"3957","knndm_caret_new","AGB","simpleRandom",60,32.2027825402002
"3958","knndm_caret_new","AGB","simpleRandom",61,34.6320625640783
"3959","knndm_caret_new","AGB","simpleRandom",62,30.919573822513
"3960","knndm_caret_new","AGB","simpleRandom",63,29.1199797416184
"3961","knndm_caret_new","AGB","simpleRandom",64,32.4248742131183
"3962","knndm_caret_new","AGB","simpleRandom",65,31.6692883099674
"3963","knndm_caret_new","AGB","simpleRandom",66,30.7695349585091
"3964","knndm_caret_new","AGB","simpleRandom",67,32.649500949167
"3965","knndm_caret_new","AGB","simpleRandom",68,30.9053005309568
"3966","knndm_caret_new","AGB","simpleRandom",69,29.9385253101535
"3967","knndm_caret_new","AGB","simpleRandom",70,29.6610586503396
"3968","knndm_caret_new","AGB","simpleRandom",71,30.5689679057424
"3969","knndm_caret_new","AGB","simpleRandom",72,32.7757391688339
"3970","knndm_caret_new","AGB","simpleRandom",73,31.8973608436798
"3971","knndm_caret_new","AGB","simpleRandom",74,32.5379539370965
"3972","knndm_caret_new","AGB","simpleRandom",75,31.2404375052309
"3973","knndm_caret_new","AGB","simpleRandom",76,31.2765085202026
"3974","knndm_caret_new","AGB","simpleRandom",77,32.1075655329191
"3975","knndm_caret_new","AGB","simpleRandom",78,34.0769770513521
"3976","knndm_caret_new","AGB","simpleRandom",79,31.6516205060297
"3977","knndm_caret_new","AGB","simpleRandom",80,31.4597397654889
"3978","knndm_caret_new","AGB","simpleRandom",81,31.3602180523087
"3979","knndm_caret_new","AGB","simpleRandom",82,31.9881312420335
"3980","knndm_caret_new","AGB","simpleRandom",83,32.9967334553378
"3981","knndm_caret_new","AGB","simpleRandom",84,31.7449055752751
"3982","knndm_caret_new","AGB","simpleRandom",85,31.3861744074906
"3983","knndm_caret_new","AGB","simpleRandom",86,31.6676137581623
"3984","knndm_caret_new","AGB","simpleRandom",87,31.3850754897136
"3985","knndm_caret_new","AGB","simpleRandom",88,32.9884904661385
"3986","knndm_caret_new","AGB","simpleRandom",89,31.940355808272
"3987","knndm_caret_new","AGB","simpleRandom",90,30.4632398193658
"3988","knndm_caret_new","AGB","simpleRandom",91,32.9854319167967
"3989","knndm_caret_new","AGB","simpleRandom",92,30.8612053960027
"3990","knndm_caret_new","AGB","simpleRandom",93,30.6640942092779
"3991","knndm_caret_new","AGB","simpleRandom",94,30.7856145265994
"3992","knndm_caret_new","AGB","simpleRandom",95,31.7475865341413
"3993","knndm_caret_new","AGB","simpleRandom",96,31.4153012038266
"3994","knndm_caret_new","AGB","simpleRandom",97,31.2028526032848
"3995","knndm_caret_new","AGB","simpleRandom",98,31.3306673697122
"3996","knndm_caret_new","AGB","simpleRandom",99,31.7141801037633
"3997","knndm_caret_new","AGB","simpleRandom",100,30.741071107182
"3998","knndm_caret_new","OCS","clusterGapped",1,8.9913285167196
"3999","knndm_caret_new","OCS","clusterGapped",2,9.35139626513835
"4000","knndm_caret_new","OCS","clusterGapped",3,10.1789760455005
"4001","knndm_caret_new","OCS","clusterGapped",4,10.3061565405215
"4002","knndm_caret_new","OCS","clusterGapped",5,9.5240777670438
"4003","knndm_caret_new","OCS","clusterGapped",6,9.61181668787398
"4004","knndm_caret_new","OCS","clusterGapped",7,8.65341632140697
"4005","knndm_caret_new","OCS","clusterGapped",8,8.88239948438208
"4006","knndm_caret_new","OCS","clusterGapped",9,8.31938897319928
"4007","knndm_caret_new","OCS","clusterGapped",10,8.93887492326904
"4008","knndm_caret_new","OCS","clusterGapped",11,9.52222625644898
"4009","knndm_caret_new","OCS","clusterGapped",12,8.68090228096422
"4010","knndm_caret_new","OCS","clusterGapped",13,9.02460858590835
"4011","knndm_caret_new","OCS","clusterGapped",14,9.12261703627592
"4012","knndm_caret_new","OCS","clusterGapped",15,10.7015760113468
"4013","knndm_caret_new","OCS","clusterGapped",16,11.4634825529482
"4014","knndm_caret_new","OCS","clusterGapped",17,10.0271942337357
"4015","knndm_caret_new","OCS","clusterGapped",18,9.8740080362607
"4016","knndm_caret_new","OCS","clusterGapped",19,9.98378350869087
"4017","knndm_caret_new","OCS","clusterGapped",20,9.22358258392049
"4018","knndm_caret_new","OCS","clusterGapped",21,10.1803964800745
"4019","knndm_caret_new","OCS","clusterGapped",22,9.65346742760467
"4020","knndm_caret_new","OCS","clusterGapped",23,8.89349685874363
"4021","knndm_caret_new","OCS","clusterGapped",24,9.62539859531793
"4022","knndm_caret_new","OCS","clusterGapped",25,10.8415818267331
"4023","knndm_caret_new","OCS","clusterGapped",26,8.33232799238467
"4024","knndm_caret_new","OCS","clusterGapped",27,8.67777313826085
"4025","knndm_caret_new","OCS","clusterGapped",28,8.3626900032863
"4026","knndm_caret_new","OCS","clusterGapped",29,9.40360460726791
"4027","knndm_caret_new","OCS","clusterGapped",30,10.0399559101577
"4028","knndm_caret_new","OCS","clusterGapped",31,8.59032879844496
"4029","knndm_caret_new","OCS","clusterGapped",32,9.37215676200607
"4030","knndm_caret_new","OCS","clusterGapped",33,8.63989376431105
"4031","knndm_caret_new","OCS","clusterGapped",34,8.82339129160847
"4032","knndm_caret_new","OCS","clusterGapped",35,9.84797321988549
"4033","knndm_caret_new","OCS","clusterGapped",36,8.57687552271938
"4034","knndm_caret_new","OCS","clusterGapped",37,8.96314060179077
"4035","knndm_caret_new","OCS","clusterGapped",38,9.14727237149659
"4036","knndm_caret_new","OCS","clusterGapped",39,9.19101050384802
"4037","knndm_caret_new","OCS","clusterGapped",40,9.72445918810622
"4038","knndm_caret_new","OCS","clusterGapped",41,9.25440828609136
"4039","knndm_caret_new","OCS","clusterGapped",42,10.1323221808578
"4040","knndm_caret_new","OCS","clusterGapped",43,9.88761227869307
"4041","knndm_caret_new","OCS","clusterGapped",44,9.08484761762948
"4042","knndm_caret_new","OCS","clusterGapped",45,8.74343303963703
"4043","knndm_caret_new","OCS","clusterGapped",46,8.28600794660757
"4044","knndm_caret_new","OCS","clusterGapped",47,9.15388337764279
"4045","knndm_caret_new","OCS","clusterGapped",48,9.13109761086421
"4046","knndm_caret_new","OCS","clusterGapped",49,9.86781447043817
"4047","knndm_caret_new","OCS","clusterGapped",50,9.10323412549855
"4048","knndm_caret_new","OCS","clusterGapped",51,8.58333948692261
"4049","knndm_caret_new","OCS","clusterGapped",52,8.98612972264009
"4050","knndm_caret_new","OCS","clusterGapped",53,9.54790414835209
"4051","knndm_caret_new","OCS","clusterGapped",54,9.38332049295653
"4052","knndm_caret_new","OCS","clusterGapped",55,9.75953019666361
"4053","knndm_caret_new","OCS","clusterGapped",56,8.61141102278651
"4054","knndm_caret_new","OCS","clusterGapped",57,9.16676934913528
"4055","knndm_caret_new","OCS","clusterGapped",58,8.79487299600415
"4056","knndm_caret_new","OCS","clusterGapped",59,9.56969298284686
"4057","knndm_caret_new","OCS","clusterGapped",60,9.86164219597715
"4058","knndm_caret_new","OCS","clusterGapped",61,8.59841238943973
"4059","knndm_caret_new","OCS","clusterGapped",62,8.7033366872145
"4060","knndm_caret_new","OCS","clusterGapped",63,9.35957282439773
"4061","knndm_caret_new","OCS","clusterGapped",64,8.57605460940787
"4062","knndm_caret_new","OCS","clusterGapped",65,8.66133046210538
"4063","knndm_caret_new","OCS","clusterGapped",66,10.3308536556992
"4064","knndm_caret_new","OCS","clusterGapped",67,9.33350599030671
"4065","knndm_caret_new","OCS","clusterGapped",68,9.20549404049218
"4066","knndm_caret_new","OCS","clusterGapped",69,9.92143249748966
"4067","knndm_caret_new","OCS","clusterGapped",70,9.17075893973402
"4068","knndm_caret_new","OCS","clusterGapped",71,10.3703482231124
"4069","knndm_caret_new","OCS","clusterGapped",72,8.82133998567787
"4070","knndm_caret_new","OCS","clusterGapped",73,9.83920904406007
"4071","knndm_caret_new","OCS","clusterGapped",74,10.8146013610206
"4072","knndm_caret_new","OCS","clusterGapped",75,9.02496169603912
"4073","knndm_caret_new","OCS","clusterGapped",76,7.84088663786108
"4074","knndm_caret_new","OCS","clusterGapped",77,9.77882942119341
"4075","knndm_caret_new","OCS","clusterGapped",78,9.82482002226465
"4076","knndm_caret_new","OCS","clusterGapped",79,7.78124195754391
"4077","knndm_caret_new","OCS","clusterGapped",80,10.7096038023627
"4078","knndm_caret_new","OCS","clusterGapped",81,9.21541375283249
"4079","knndm_caret_new","OCS","clusterGapped",82,10.2816738128245
"4080","knndm_caret_new","OCS","clusterGapped",83,10.1493783192809
"4081","knndm_caret_new","OCS","clusterGapped",84,9.20030086075779
"4082","knndm_caret_new","OCS","clusterGapped",85,10.2245918187648
"4083","knndm_caret_new","OCS","clusterGapped",86,8.67579480925597
"4084","knndm_caret_new","OCS","clusterGapped",87,9.5551281586476
"4085","knndm_caret_new","OCS","clusterGapped",88,8.58183343247551
"4086","knndm_caret_new","OCS","clusterGapped",89,10.5328337496063
"4087","knndm_caret_new","OCS","clusterGapped",90,10.9247824534124
"4088","knndm_caret_new","OCS","clusterGapped",91,9.47975958882358
"4089","knndm_caret_new","OCS","clusterGapped",92,9.0011056702183
"4090","knndm_caret_new","OCS","clusterGapped",93,9.9067387222656
"4091","knndm_caret_new","OCS","clusterGapped",94,9.65961454516191
"4092","knndm_caret_new","OCS","clusterGapped",95,9.27521700251
"4093","knndm_caret_new","OCS","clusterGapped",96,8.88094359307666
"4094","knndm_caret_new","OCS","clusterGapped",97,9.29769313658859
"4095","knndm_caret_new","OCS","clusterGapped",98,9.41445607399171
"4096","knndm_caret_new","OCS","clusterGapped",99,9.36313112694661
"4097","knndm_caret_new","OCS","clusterGapped",100,11.9851110555341
"4098","knndm_caret_new","OCS","clusterMedium",1,7.76482666772762
"4099","knndm_caret_new","OCS","clusterMedium",2,7.05936382535677
"4100","knndm_caret_new","OCS","clusterMedium",3,7.25525105985074
"4101","knndm_caret_new","OCS","clusterMedium",4,6.95611941731457
"4102","knndm_caret_new","OCS","clusterMedium",5,7.5527373177653
"4103","knndm_caret_new","OCS","clusterMedium",6,7.70875590203057
"4104","knndm_caret_new","OCS","clusterMedium",7,7.46766827776768
"4105","knndm_caret_new","OCS","clusterMedium",8,7.62248303078835
"4106","knndm_caret_new","OCS","clusterMedium",9,7.64495772405784
"4107","knndm_caret_new","OCS","clusterMedium",10,7.58881056944092
"4108","knndm_caret_new","OCS","clusterMedium",11,7.33580248838441
"4109","knndm_caret_new","OCS","clusterMedium",12,6.94253217849371
"4110","knndm_caret_new","OCS","clusterMedium",13,7.50590627919167
"4111","knndm_caret_new","OCS","clusterMedium",14,7.5609085341746
"4112","knndm_caret_new","OCS","clusterMedium",15,7.92727190515191
"4113","knndm_caret_new","OCS","clusterMedium",16,7.04696555808696
"4114","knndm_caret_new","OCS","clusterMedium",17,7.36830819955926
"4115","knndm_caret_new","OCS","clusterMedium",18,7.98039913062338
"4116","knndm_caret_new","OCS","clusterMedium",19,7.0540557633008
"4117","knndm_caret_new","OCS","clusterMedium",20,7.56284387598648
"4118","knndm_caret_new","OCS","clusterMedium",21,7.21623402079874
"4119","knndm_caret_new","OCS","clusterMedium",22,8.09716649192256
"4120","knndm_caret_new","OCS","clusterMedium",23,7.40955115617992
"4121","knndm_caret_new","OCS","clusterMedium",24,7.07479750364218
"4122","knndm_caret_new","OCS","clusterMedium",25,7.02154825316718
"4123","knndm_caret_new","OCS","clusterMedium",26,7.06033164199952
"4124","knndm_caret_new","OCS","clusterMedium",27,7.10028784878271
"4125","knndm_caret_new","OCS","clusterMedium",28,7.99026151170324
"4126","knndm_caret_new","OCS","clusterMedium",29,7.62831033114397
"4127","knndm_caret_new","OCS","clusterMedium",30,7.47523738162847
"4128","knndm_caret_new","OCS","clusterMedium",31,7.49498147255092
"4129","knndm_caret_new","OCS","clusterMedium",32,7.4975557180183
"4130","knndm_caret_new","OCS","clusterMedium",33,8.17395837348989
"4131","knndm_caret_new","OCS","clusterMedium",34,7.53015446073179
"4132","knndm_caret_new","OCS","clusterMedium",35,7.36506173057417
"4133","knndm_caret_new","OCS","clusterMedium",36,7.78575986610275
"4134","knndm_caret_new","OCS","clusterMedium",37,6.51251148817401
"4135","knndm_caret_new","OCS","clusterMedium",38,7.07746212740943
"4136","knndm_caret_new","OCS","clusterMedium",39,7.96502124351138
"4137","knndm_caret_new","OCS","clusterMedium",40,6.855746870733
"4138","knndm_caret_new","OCS","clusterMedium",41,7.67625527205135
"4139","knndm_caret_new","OCS","clusterMedium",42,7.46068742197451
"4140","knndm_caret_new","OCS","clusterMedium",43,8.1336272386179
"4141","knndm_caret_new","OCS","clusterMedium",44,7.25259585779641
"4142","knndm_caret_new","OCS","clusterMedium",45,7.00412263426356
"4143","knndm_caret_new","OCS","clusterMedium",46,7.30502238489418
"4144","knndm_caret_new","OCS","clusterMedium",47,7.83951000556175
"4145","knndm_caret_new","OCS","clusterMedium",48,7.49253637394125
"4146","knndm_caret_new","OCS","clusterMedium",49,7.57441496329173
"4147","knndm_caret_new","OCS","clusterMedium",50,7.03120348520749
"4148","knndm_caret_new","OCS","clusterMedium",51,7.34995753578747
"4149","knndm_caret_new","OCS","clusterMedium",52,7.70702745516226
"4150","knndm_caret_new","OCS","clusterMedium",53,7.59402168788557
"4151","knndm_caret_new","OCS","clusterMedium",54,7.10686073547417
"4152","knndm_caret_new","OCS","clusterMedium",55,7.76842129135813
"4153","knndm_caret_new","OCS","clusterMedium",56,7.09004619528767
"4154","knndm_caret_new","OCS","clusterMedium",57,7.34645616019681
"4155","knndm_caret_new","OCS","clusterMedium",58,7.68541615736196
"4156","knndm_caret_new","OCS","clusterMedium",59,7.32791576365201
"4157","knndm_caret_new","OCS","clusterMedium",60,7.52687214254425
"4158","knndm_caret_new","OCS","clusterMedium",61,7.79060593133626
"4159","knndm_caret_new","OCS","clusterMedium",62,7.33929812885374
"4160","knndm_caret_new","OCS","clusterMedium",63,7.48312549343144
"4161","knndm_caret_new","OCS","clusterMedium",64,8.02824827503021
"4162","knndm_caret_new","OCS","clusterMedium",65,8.11961165518219
"4163","knndm_caret_new","OCS","clusterMedium",66,7.63219636626956
"4164","knndm_caret_new","OCS","clusterMedium",67,7.19656899530002
"4165","knndm_caret_new","OCS","clusterMedium",68,7.36471577877285
"4166","knndm_caret_new","OCS","clusterMedium",69,7.0175014877031
"4167","knndm_caret_new","OCS","clusterMedium",70,7.06911676412509
"4168","knndm_caret_new","OCS","clusterMedium",71,6.76504241230557
"4169","knndm_caret_new","OCS","clusterMedium",72,6.88176380635839
"4170","knndm_caret_new","OCS","clusterMedium",73,7.210389180604
"4171","knndm_caret_new","OCS","clusterMedium",74,7.3542043851815
"4172","knndm_caret_new","OCS","clusterMedium",75,7.9515465207191
"4173","knndm_caret_new","OCS","clusterMedium",76,7.73481846012834
"4174","knndm_caret_new","OCS","clusterMedium",77,6.99189907893743
"4175","knndm_caret_new","OCS","clusterMedium",78,7.30949156959938
"4176","knndm_caret_new","OCS","clusterMedium",79,7.76111447580018
"4177","knndm_caret_new","OCS","clusterMedium",80,7.54016419625422
"4178","knndm_caret_new","OCS","clusterMedium",81,7.19494884936463
"4179","knndm_caret_new","OCS","clusterMedium",82,7.49485805949882
"4180","knndm_caret_new","OCS","clusterMedium",83,7.30382905347889
"4181","knndm_caret_new","OCS","clusterMedium",84,7.75680873562663
"4182","knndm_caret_new","OCS","clusterMedium",85,6.87722882084542
"4183","knndm_caret_new","OCS","clusterMedium",86,7.63064932254318
"4184","knndm_caret_new","OCS","clusterMedium",87,7.73745923554979
"4185","knndm_caret_new","OCS","clusterMedium",88,7.20496842278141
"4186","knndm_caret_new","OCS","clusterMedium",89,7.06452989502014
"4187","knndm_caret_new","OCS","clusterMedium",90,7.38191688681512
"4188","knndm_caret_new","OCS","clusterMedium",91,7.39950238437352
"4189","knndm_caret_new","OCS","clusterMedium",92,7.6226955867476
"4190","knndm_caret_new","OCS","clusterMedium",93,7.1737536370817
"4191","knndm_caret_new","OCS","clusterMedium",94,7.2608973800592
"4192","knndm_caret_new","OCS","clusterMedium",95,7.57617162636866
"4193","knndm_caret_new","OCS","clusterMedium",96,7.20978903603452
"4194","knndm_caret_new","OCS","clusterMedium",97,7.41983917104128
"4195","knndm_caret_new","OCS","clusterMedium",98,7.26252845316616
"4196","knndm_caret_new","OCS","clusterMedium",99,7.68207954411779
"4197","knndm_caret_new","OCS","clusterMedium",100,7.52524014448662
"4198","knndm_caret_new","OCS","clusterStrong",1,8.5595352544667
"4199","knndm_caret_new","OCS","clusterStrong",2,9.61041667903743
"4200","knndm_caret_new","OCS","clusterStrong",3,7.96481147718415
"4201","knndm_caret_new","OCS","clusterStrong",4,7.34984355850571
"4202","knndm_caret_new","OCS","clusterStrong",5,7.40786226859249
"4203","knndm_caret_new","OCS","clusterStrong",6,8.43528543588452
"4204","knndm_caret_new","OCS","clusterStrong",7,9.782748156859
"4205","knndm_caret_new","OCS","clusterStrong",8,8.33187453340845
"4206","knndm_caret_new","OCS","clusterStrong",9,7.2595970613971
"4207","knndm_caret_new","OCS","clusterStrong",10,7.27086472086293
"4208","knndm_caret_new","OCS","clusterStrong",11,9.91141280177296
"4209","knndm_caret_new","OCS","clusterStrong",12,6.30562161194891
"4210","knndm_caret_new","OCS","clusterStrong",13,8.11673587886513
"4211","knndm_caret_new","OCS","clusterStrong",14,8.33238157478554
"4212","knndm_caret_new","OCS","clusterStrong",15,8.70937603531742
"4213","knndm_caret_new","OCS","clusterStrong",16,9.85953220171554
"4214","knndm_caret_new","OCS","clusterStrong",17,7.08627788556385
"4215","knndm_caret_new","OCS","clusterStrong",18,7.72908650737826
"4216","knndm_caret_new","OCS","clusterStrong",19,7.59260428338342
"4217","knndm_caret_new","OCS","clusterStrong",20,9.39640751142219
"4218","knndm_caret_new","OCS","clusterStrong",21,9.9983537072849
